OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
39-4030,"Morticians, Undertakers, and Funeral Directors",broad,"25,740",2.7,27.70,"57,620",1.6,13.97,18.64,25.31,33.89,42.81,"29,050","38,770","52,650","70,500","89,050",,
39-4031,"Morticians, Undertakers, and Funeral Directors",detailed,"25,740",2.7,27.70,"57,620",1.6,13.97,18.64,25.31,33.89,42.81,"29,050","38,770","52,650","70,500","89,050",,
39-5000,Personal Appearance Workers,minor,"575,110",0.9,14.44,"30,040",0.6,8.80,10.10,11.94,16.24,23.47,"18,310","21,000","24,830","33,790","48,810",,
39-5010,"Barbers, Hairdressers, Hairstylists and Cosmetologists",broad,"397,350",1.5,14.59,"30,340",0.7,8.67,9.72,11.94,16.95,24.18,"18,030","20,210","24,830","35,260","50,300",,
39-5011,Barbers,detailed,"20,130",9.2,15.97,"33,220",3.1,9.27,10.75,13.44,19.40,25.29,"19,280","22,370","27,960","40,350","52,600",,
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed,"377,210",1.5,14.51,"30,190",0.7,8.65,9.68,11.89,16.79,24.09,"17,980","20,130","24,730","34,910","50,110",,
39-5090,Miscellaneous Personal Appearance Workers,broad,"177,770",2.7,14.13,"29,380",1.0,9.28,10.52,11.94,14.96,21.26,"19,290","21,890","24,830","31,120","44,230",,
39-5091,"Makeup Artists, Theatrical and Performance",detailed,"3,140",9.2,34.63,"72,030",5.5,10.80,15.68,30.89,50.02,62.84,"22,460","32,620","64,250","104,040","130,710",,
39-5092,Manicurists and Pedicurists,detailed,"110,170",4.5,12.43,"25,860",0.8,9.47,10.55,11.70,13.59,16.10,"19,700","21,940","24,330","28,260","33,490",,
39-5093,Shampooers,detailed,"13,720",5.7,10.65,"22,160",1.1,8.50,9.25,10.40,11.72,13.63,"17,690","19,230","21,640","24,380","28,350",,
39-5094,Skincare Specialists,detailed,"50,740",3.6,17.48,"36,350",1.6,9.29,11.16,15.05,21.43,28.75,"19,330","23,210","31,290","44,580","59,790",,
39-6000,"Baggage Porters, Bellhops, and Concierges",minor,"79,840",2.2,14.46,"30,070",0.8,9.26,10.73,12.91,16.78,21.97,"19,260","22,320","26,850","34,900","45,690",,
39-6010,"Baggage Porters, Bellhops, and Concierges",broad,"79,840",2.2,14.46,"30,070",0.8,9.26,10.73,12.91,16.78,21.97,"19,260","22,320","26,850","34,900","45,690",,
39-6011,Baggage Porters and Bellhops,detailed,"42,350",2.7,12.98,"26,990",0.9,8.82,9.90,11.64,14.54,18.54,"18,340","20,600","24,210","30,240","38,560",,
39-6012,Concierges,detailed,"37,490",3.5,16.13,"33,550",1.2,10.50,12.10,14.61,18.87,24.22,"21,850","25,170","30,400","39,250","50,380",,
39-7000,Tour and Travel Guides,minor,"49,740",2.7,14.25,"29,630",0.8,9.13,10.62,12.77,16.62,21.42,"18,990","22,090","26,570","34,570","44,550",,
39-7010,Tour and Travel Guides,detailed,"49,740",2.7,14.25,"29,630",0.8,9.13,10.62,12.77,16.62,21.42,"18,990","22,090","26,570","34,570","44,550",,
39-7010,Tour and Travel Guides,broad,"49,740",2.7,14.25,"29,630",0.8,9.13,10.62,12.77,16.62,21.42,"18,990","22,090","26,570","34,570","44,550",,
39-9000,Other Personal Care and Service Workers,minor,"3,605,950",0.5,13.07,"27,190",0.3,8.93,10.37,11.70,14.15,18.52,"18,570","21,570","24,330","29,430","38,520",,
39-9010,Childcare Workers,broad,"564,630",1.2,11.83,"24,610",0.5,8.53,9.44,11.17,13.41,16.55,"17,750","19,640","23,240","27,900","34,430",,
39-9011,Childcare Workers,detailed,"564,630",1.2,11.83,"24,610",0.5,8.53,9.44,11.17,13.41,16.55,"17,750","19,640","23,240","27,900","34,430",,
39-9020,Personal Care Aides,broad,"2,211,950",0.7,12.06,"25,090",0.4,9.01,10.48,11.55,13.22,15.22,"18,740","21,810","24,020","27,490","31,650",,
39-9021,Personal Care Aides,detailed,"2,211,950",0.7,12.06,"25,090",0.4,9.01,10.48,11.55,13.22,15.22,"18,740","21,810","24,020","27,490","31,650",,
39-9030,Recreation and Fitness Workers,broad,"662,040",0.8,17.25,"35,890",0.6,9.15,10.79,14.14,21.23,29.50,"19,020","22,440","29,420","44,150","61,350",,
39-9031,Fitness Trainers and Aerobics Instructors,detailed,"308,470",1.2,21.43,"44,580",0.7,9.69,12.39,19.15,27.29,36.58,"20,160","25,780","39,820","56,760","76,090",,
39-9032,Recreation Workers,detailed,"353,570",1.0,13.61,"28,310",0.4,8.88,10.13,12.05,15.63,20.52,"18,470","21,060","25,060","32,510","42,670",,
39-9040,Residential Advisors,broad,"108,380",2.3,14.41,"29,970",0.5,9.36,10.96,13.39,16.79,21.20,"19,470","22,800","27,860","34,930","44,100",,
39-9041,Residential Advisors,detailed,"108,380",2.3,14.41,"29,970",0.5,9.36,10.96,13.39,16.79,21.20,"19,470","22,800","27,860","34,930","44,100",,
39-9090,Miscellaneous Personal Care and Service Workers,broad,"58,970",3.3,13.59,"28,270",1.0,9.20,10.63,12.59,15.75,18.69,"19,140","22,120","26,180","32,760","38,880",,
39-9099,"Personal Care and Service Workers, All Other",detailed,"58,970",3.3,13.59,"28,270",1.0,9.20,10.63,12.59,15.75,18.69,"19,140","22,120","26,180","32,760","38,880",,
41-0000,Sales and Related Occupations,major,"14,542,290",0.2,20.09,"41,790",0.2,9.10,10.63,13.55,22.87,38.16,"18,920","22,120","28,180","47,570","79,370",,
41-1000,Supervisors of Sales Workers,minor,"1,429,100",0.4,24.97,"51,930",0.2,12.69,15.73,20.84,29.21,41.08,"26,400","32,710","43,340","60,760","85,440",,
41-1010,First-Line Supervisors of Sales Workers,broad,"1,429,100",0.4,24.97,"51,930",0.2,12.69,15.73,20.84,29.21,41.08,"26,400","32,710","43,340","60,760","85,440",,
41-1011,First-Line Supervisors of Retail Sales Workers,detailed,"1,181,530",0.5,21.67,"45,080",0.2,12.36,15.01,19.05,25.51,33.31,"25,720","31,210","39,630","53,060","69,290",,
41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,"247,570",0.9,40.67,"84,600",0.4,19.38,26.28,35.29,49.00,69.08,"40,310","54,670","73,390","101,920","143,690",,
41-2000,Retail Sales Workers,minor,"8,787,270",0.3,12.75,"26,520",0.2,8.69,9.69,11.33,13.72,18.33,"18,070","20,160","23,560","28,540","38,120",,
41-2010,Cashiers,broad,"3,657,570",0.6,11.19,"23,270",0.2,8.49,9.35,10.79,12.02,14.50,"17,660","19,440","22,440","25,000","30,150",,
41-2011,Cashiers,detailed,"3,635,550",0.6,11.17,"23,240",0.2,8.49,9.34,10.78,12.01,14.47,"17,660","19,430","22,430","24,990","30,110",,
41-2012,Gaming Change Persons and Booth Cashiers,detailed,"22,020",4.3,13.09,"27,220",1.0,9.20,10.50,11.96,14.73,18.55,"19,130","21,840","24,880","30,640","38,580",,
41-2020,Counter and Rental Clerks and Parts Salespersons,broad,"681,580",0.8,15.52,"32,280",0.3,9.31,10.99,13.68,18.31,24.62,"19,360","22,860","28,450","38,080","51,200",,
41-2021,Counter and Rental Clerks,detailed,"426,700",1.0,15.00,"31,200",0.4,9.20,10.78,13.12,17.56,23.69,"19,130","22,430","27,290","36,520","49,270",,
41-2022,Parts Salespersons,detailed,"254,870",1.2,16.39,"34,080",0.5,9.56,11.46,14.63,19.44,26.27,"19,880","23,840","30,430","40,430","54,640",,
41-2030,Retail Salespersons,broad,"4,448,120",0.5,13.61,"28,310",0.2,8.85,10.05,11.63,14.59,19.96,"18,400","20,910","24,200","30,350","41,530",,
41-2031,Retail Salespersons,detailed,"4,448,120",0.5,13.61,"28,310",0.2,8.85,10.05,11.63,14.59,19.96,"18,400","20,910","24,200","30,350","41,530",,
41-3000,"Sales Representatives, Services",minor,"2,046,120",0.5,34.37,"71,490",0.5,13.19,17.89,26.13,39.64,63.97,"27,440","37,220","54,350","82,450","133,060",,
41-3010,Advertising Sales Agents,broad,"133,110",2.6,30.46,"63,360",0.9,11.86,16.68,24.87,36.94,55.20,"24,670","34,700","51,740","76,840","114,810",,
41-3011,Advertising Sales Agents,detailed,"133,110",2.6,30.46,"63,360",0.9,11.86,16.68,24.87,36.94,55.20,"24,670","34,700","51,740","76,840","114,810",,
41-3020,Insurance Sales Agents,broad,"393,830",1.1,32.64,"67,890",0.8,13.22,17.33,24.33,37.47,60.39,"27,500","36,040","50,600","77,930","125,610",,
41-3021,Insurance Sales Agents,detailed,"393,830",1.1,32.64,"67,890",0.8,13.22,17.33,24.33,37.47,60.39,"27,500","36,040","50,600","77,930","125,610",,
41-3030,"Securities, Commodities, and Financial Services Sales Agents",broad,"415,890",1.0,47.49,"98,770",1.4,16.52,20.51,30.83,59.29,#,"34,360","42,650","64,120","123,320",#,,
41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,"415,890",1.0,47.49,"98,770",1.4,16.52,20.51,30.83,59.29,#,"34,360","42,650","64,120","123,320",#,,
41-3040,Travel Agents,broad,"69,480",2.4,20.54,"42,720",1.1,10.76,13.81,18.61,24.97,31.77,"22,370","28,730","38,700","51,950","66,080",,
41-3041,Travel Agents,detailed,"69,480",2.4,20.54,"42,720",1.1,10.76,13.81,18.61,24.97,31.77,"22,370","28,730","38,700","51,950","66,080",,
41-3090,"Miscellaneous Sales Representatives, Services",broad,"1,033,820",0.8,31.18,"64,860",0.4,12.64,17.60,26.23,37.93,55.81,"26,300","36,610","54,550","78,890","116,090",,
41-3099,"Sales Representatives, Services, All Other",detailed,"1,033,820",0.8,31.18,"64,860",0.4,12.64,17.60,26.23,37.93,55.81,"26,300","36,610","54,550","78,890","116,090",,
41-4000,"Sales Representatives, Wholesale and Manufacturing",minor,"1,663,160",0.6,35.43,"73,680",0.4,14.69,20.58,29.64,43.84,62.52,"30,570","42,800","61,660","91,190","130,050",,
41-4010,"Sales Representatives, Wholesale and Manufacturing",broad,"1,663,160",0.6,35.43,"73,680",0.4,14.69,20.58,29.64,43.84,62.52,"30,570","42,800","61,660","91,190","130,050",,
41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,"312,980",2.2,44.15,"91,830",0.9,19.21,26.74,38.31,55.72,75.31,"39,960","55,630","79,680","115,900","156,630",,
41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,"1,350,180",0.5,33.40,"69,480",0.3,14.01,19.60,28.13,40.37,59.02,"29,140","40,770","58,510","83,980","122,770",,
41-9000,Other Sales and Related Workers,minor,"616,650",1.2,24.70,"51,380",0.8,9.91,11.89,17.17,29.45,49.86,"20,610","24,740","35,720","61,260","103,710",,
41-9010,"Models, Demonstrators, and Product Promoters",broad,"84,560",3.9,15.96,"33,200",1.4,9.84,11.28,13.85,19.04,24.57,"20,470","23,470","28,820","39,600","51,110",,
41-9011,Demonstrators and Product Promoters,detailed,"81,250",3.9,15.99,"33,260",1.4,9.91,11.35,13.92,19.10,24.61,"20,610","23,610","28,960","39,720","51,180",,
41-9012,Models,detailed,"3,310",21.5,15.18,"31,570",6.6,8.81,10.21,11.43,17.49,23.62,"18,320","21,230","23,770","36,390","49,140",,
41-9020,Real Estate Brokers and Sales Agents,broad,"197,080",1.6,31.37,"65,240",1.2,11.72,16.14,24.18,37.41,58.34,"24,370","33,570","50,300","77,810","121,340",,
41-9021,Real Estate Brokers,detailed,"40,320",3.3,37.95,"78,940",2.8,10.94,17.59,27.99,44.61,78.63,"22,750","36,580","58,210","92,790","163,540",,
41-9022,Real Estate Sales Agents,detailed,"156,760",1.9,29.67,"61,720",1.2,11.85,15.87,23.41,35.83,54.14,"24,650","33,020","48,690","74,530","112,610",,
41-9030,Sales Engineers,broad,"65,720",2.5,52.22,"108,610",0.8,28.09,36.25,48.76,64.11,79.49,"58,430","75,410","101,420","133,340","165,350",,
41-9031,Sales Engineers,detailed,"65,720",2.5,52.22,"108,610",0.8,28.09,36.25,48.76,64.11,79.49,"58,430","75,410","101,420","133,340","165,350",,
41-9040,Telemarketers,broad,"164,160",3.1,13.72,"28,550",0.8,8.98,10.31,12.14,15.34,20.07,"18,680","21,440","25,250","31,900","41,740",,
41-9041,Telemarketers,detailed,"164,160",3.1,13.72,"28,550",0.8,8.98,10.31,12.14,15.34,20.07,"18,680","21,440","25,250","31,900","41,740",,
41-9090,Miscellaneous Sales and Related Workers,broad,"105,120",1.8,19.19,"39,910",0.7,10.22,11.63,15.60,23.17,32.51,"21,250","24,190","32,440","48,190","67,620",,
41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",detailed,"9,430",8.8,16.40,"34,120",3.5,9.41,10.76,12.71,19.00,28.64,"19,580","22,370","26,430","39,520","59,570",,
41-9099,"Sales and Related Workers, All Other",detailed,"95,690",1.7,19.46,"40,480",0.7,10.29,11.76,15.97,23.46,33.02,"21,410","24,460","33,220","48,800","68,670",,
43-0000,Office and Administrative Support Occupations,major,"21,828,990",0.2,18.75,"38,990",0.1,10.65,13.11,17.19,22.75,29.48,"22,150","27,280","35,760","47,320","61,330",,
43-1000,Supervisors of Office and Administrative Support Workers,minor,"1,477,560",0.3,28.53,"59,340",0.1,16.27,20.56,26.83,34.40,43.43,"33,850","42,750","55,810","71,550","90,320",,
43-1010,First-Line Supervisors of Office and Administrative Support Workers,broad,"1,477,560",0.3,28.53,"59,340",0.1,16.27,20.56,26.83,34.40,43.43,"33,850","42,750","55,810","71,550","90,320",,
43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,"1,477,560",0.3,28.53,"59,340",0.1,16.27,20.56,26.83,34.40,43.43,"33,850","42,750","55,810","71,550","90,320",,
43-2000,Communications Equipment Operators,minor,"78,860",2.3,15.45,"32,140",0.7,10.20,11.88,14.36,17.93,22.73,"21,210","24,700","29,860","37,290","47,280",,
43-2010,"Switchboard Operators, Including Answering Service",broad,"71,600",2.5,15.04,"31,290",0.7,10.12,11.76,14.14,17.43,21.46,"21,040","24,450","29,420","36,260","44,640",,
43-2011,"Switchboard Operators, Including Answering Service",detailed,"71,600",2.5,15.04,"31,290",0.7,10.12,11.76,14.14,17.43,21.46,"21,040","24,450","29,420","36,260","44,640",,
43-2020,Telephone Operators,broad,"5,160",6.8,18.93,"39,360",2.2,11.14,13.60,17.91,23.81,29.14,"23,160","28,290","37,240","49,520","60,610",,
43-2021,Telephone Operators,detailed,"5,160",6.8,18.93,"39,360",2.2,11.14,13.60,17.91,23.81,29.14,"23,160","28,290","37,240","49,520","60,610",,
43-2090,Miscellaneous Communications Equipment Operators,broad,"2,100",6.7,20.87,"43,410",3.3,11.66,15.32,19.74,24.91,32.37,"24,260","31,860","41,050","51,800","67,330",,
43-2099,"Communications Equipment Operators, All Other",detailed,"2,100",6.7,20.87,"43,410",3.3,11.66,15.32,19.74,24.91,32.37,"24,260","31,860","41,050","51,800","67,330",,
43-3000,Financial Clerks,minor,"2,978,640",0.3,19.07,"39,660",0.1,11.82,14.40,18.02,22.92,28.31,"24,590","29,950","37,480","47,670","58,880",,
43-3010,Bill and Account Collectors,broad,"251,330",1.5,18.38,"38,220",0.4,11.84,14.14,17.32,21.50,26.62,"24,620","29,420","36,020","44,710","55,360",,
43-3011,Bill and Account Collectors,detailed,"251,330",1.5,18.38,"38,220",0.4,11.84,14.14,17.32,21.50,26.62,"24,620","29,420","36,020","44,710","55,360",,
43-3020,Billing and Posting Clerks,broad,"469,250",0.8,19.00,"39,520",0.2,12.90,15.32,18.17,22.28,26.68,"26,840","31,870","37,800","46,350","55,500",,
43-3021,Billing and Posting Clerks,detailed,"469,250",0.8,19.00,"39,520",0.2,12.90,15.32,18.17,22.28,26.68,"26,840","31,870","37,800","46,350","55,500",,
43-3030,"Bookkeeping, Accounting, and Auditing Clerks",broad,"1,530,430",0.4,20.25,"42,110",0.1,12.14,15.49,19.35,24.27,29.64,"25,260","32,220","40,240","50,480","61,650",,
43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,"1,530,430",0.4,20.25,"42,110",0.1,12.14,15.49,19.35,24.27,29.64,"25,260","32,220","40,240","50,480","61,650",,
43-3040,Gaming Cage Workers,broad,"16,020",6.3,13.93,"28,980",0.8,10.00,11.24,13.22,16.11,19.20,"20,800","23,380","27,490","33,500","39,940",,
43-3041,Gaming Cage Workers,detailed,"16,020",6.3,13.93,"28,980",0.8,10.00,11.24,13.22,16.11,19.20,"20,800","23,380","27,490","33,500","39,940",,
43-3050,Payroll and Timekeeping Clerks,broad,"144,030",0.9,22.17,"46,110",0.2,14.03,17.31,21.66,26.60,30.97,"29,170","36,000","45,050","55,320","64,420",,
43-3051,Payroll and Timekeeping Clerks,detailed,"144,030",0.9,22.17,"46,110",0.2,14.03,17.31,21.66,26.60,30.97,"29,170","36,000","45,050","55,320","64,420",,
43-3060,Procurement Clerks,broad,"68,100",1.5,20.76,"43,180",0.3,13.61,16.68,20.51,24.32,28.45,"28,310","34,700","42,670","50,590","59,180",,
43-3061,Procurement Clerks,detailed,"68,100",1.5,20.76,"43,180",0.3,13.61,16.68,20.51,24.32,28.45,"28,310","34,700","42,670","50,590","59,180",,
43-3070,Tellers,broad,"468,470",0.8,14.49,"30,140",0.2,10.70,12.28,14.16,16.52,18.80,"22,250","25,540","29,450","34,360","39,110",,
43-3071,Tellers,detailed,"468,470",0.8,14.49,"30,140",0.2,10.70,12.28,14.16,16.52,18.80,"22,250","25,540","29,450","34,360","39,110",,
43-3090,Miscellaneous Financial Clerks,broad,"31,010",5.8,21.00,"43,670",1.1,13.63,16.22,19.72,24.32,29.86,"28,340","33,740","41,020","50,590","62,100",,
43-3099,"Financial Clerks, All Other",detailed,"31,010",5.8,21.00,"43,670",1.1,13.63,16.22,19.72,24.32,29.86,"28,340","33,740","41,020","50,590","62,100",,
43-4000,Information and Record Clerks,minor,"5,773,540",0.3,17.19,"35,750",0.1,10.43,12.55,15.91,20.38,26.05,"21,700","26,100","33,090","42,380","54,190",,
43-4010,Brokerage Clerks,broad,"55,100",2.4,25.93,"53,940",0.6,16.67,20.28,24.71,30.10,36.81,"34,670","42,180","51,400","62,610","76,550",,
43-4011,Brokerage Clerks,detailed,"55,100",2.4,25.93,"53,940",0.6,16.67,20.28,24.71,30.10,36.81,"34,670","42,180","51,400","62,610","76,550",,
43-4020,Correspondence Clerks,broad,"5,460",4.1,18.75,"38,990",1.5,11.76,14.58,17.93,22.44,27.19,"24,460","30,330","37,290","46,680","56,550",,
43-4021,Correspondence Clerks,detailed,"5,460",4.1,18.75,"38,990",1.5,11.76,14.58,17.93,22.44,27.19,"24,460","30,330","37,290","46,680","56,550",,
43-4030,"Court, Municipal, and License Clerks",broad,"142,350",0.7,19.76,"41,100",0.6,12.09,14.74,18.48,23.35,29.01,"25,150","30,660","38,450","48,560","60,330",,
43-4031,"Court, Municipal, and License Clerks",detailed,"142,350",0.7,19.76,"41,100",0.6,12.09,14.74,18.48,23.35,29.01,"25,150","30,660","38,450","48,560","60,330",,
43-4040,"Credit Authorizers, Checkers, and Clerks",broad,"29,980",2.9,19.55,"40,670",0.6,12.76,15.23,18.63,23.28,28.50,"26,540","31,670","38,750","48,430","59,270",,
43-4041,"Credit Authorizers, Checkers, and Clerks",detailed,"29,980",2.9,19.55,"40,670",0.6,12.76,15.23,18.63,23.28,28.50,"26,540","31,670","38,750","48,430","59,270",,
43-4050,Customer Service Representatives,broad,"2,871,400",0.5,17.53,"36,470",0.2,10.65,12.85,16.23,20.66,26.59,"22,140","26,730","33,750","42,970","55,310",,
43-4051,Customer Service Representatives,detailed,"2,871,400",0.5,17.53,"36,470",0.2,10.65,12.85,16.23,20.66,26.59,"22,140","26,730","33,750","42,970","55,310",,
43-4060,"Eligibility Interviewers, Government Programs",broad,"137,830",3.6,22.34,"46,480",0.5,15.17,17.77,22.12,26.53,29.89,"31,550","36,970","46,020","55,180","62,180",,
43-4061,"Eligibility Interviewers, Government Programs",detailed,"137,830",3.6,22.34,"46,480",0.5,15.17,17.77,22.12,26.53,29.89,"31,550","36,970","46,020","55,180","62,180",,
43-4070,File Clerks,broad,"110,020",1.3,16.25,"33,810",0.4,10.28,12.22,15.24,19.07,24.15,"21,390","25,420","31,700","39,670","50,230",,
43-4071,File Clerks,detailed,"110,020",1.3,16.25,"33,810",0.4,10.28,12.22,15.24,19.07,24.15,"21,390","25,420","31,700","39,670","50,230",,
43-4080,"Hotel, Motel, and Resort Desk Clerks",broad,"260,780",0.9,12.08,"25,130",0.4,8.70,9.82,11.39,13.50,16.37,"18,090","20,430","23,700","28,090","34,040",,
43-4081,"Hotel, Motel, and Resort Desk Clerks",detailed,"260,780",0.9,12.08,"25,130",0.4,8.70,9.82,11.39,13.50,16.37,"18,090","20,430","23,700","28,090","34,040",,
43-4110,"Interviewers, Except Eligibility and Loan",broad,"192,820",1.3,17.08,"35,520",0.4,10.92,13.22,16.38,20.04,24.31,"22,700","27,510","34,060","41,690","50,560",,
43-4111,"Interviewers, Except Eligibility and Loan",detailed,"192,820",1.3,17.08,"35,520",0.4,10.92,13.22,16.38,20.04,24.31,"22,700","27,510","34,060","41,690","50,560",,
43-4120,"Library Assistants, Clerical",broad,"88,970",1.3,13.92,"28,960",0.5,9.04,10.42,12.74,16.59,20.88,"18,810","21,670","26,500","34,500","43,430",,
43-4121,"Library Assistants, Clerical",detailed,"88,970",1.3,13.92,"28,960",0.5,9.04,10.42,12.74,16.59,20.88,"18,810","21,670","26,500","34,500","43,430",,
43-4130,Loan Interviewers and Clerks,broad,"222,620",1.6,19.86,"41,310",0.4,12.31,15.56,19.18,23.80,28.71,"25,600","32,370","39,890","49,510","59,710",,
43-4131,Loan Interviewers and Clerks,detailed,"222,620",1.6,19.86,"41,310",0.4,12.31,15.56,19.18,23.80,28.71,"25,600","32,370","39,890","49,510","59,710",,
43-4140,New Accounts Clerks,broad,"41,500",3.1,17.79,"37,000",0.6,12.72,14.57,17.21,20.22,24.09,"26,460","30,300","35,800","42,050","50,100",,
43-4141,New Accounts Clerks,detailed,"41,500",3.1,17.79,"37,000",0.6,12.72,14.57,17.21,20.22,24.09,"26,460","30,300","35,800","42,050","50,100",,
43-4150,Order Clerks,broad,"159,210",3.0,17.21,"35,790",0.9,10.71,12.75,16.09,20.56,25.59,"22,280","26,520","33,460","42,760","53,240",,
43-4151,Order Clerks,detailed,"159,210",3.0,17.21,"35,790",0.9,10.71,12.75,16.09,20.56,25.59,"22,280","26,520","33,460","42,760","53,240",,
43-4160,"Human Resources Assistants, Except Payroll and Timekeeping",broad,"124,600",0.9,20.01,"41,620",0.2,13.27,16.13,19.42,23.40,27.98,"27,610","33,550","40,390","48,680","58,200",,
43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,"124,600",0.9,20.01,"41,620",0.2,13.27,16.13,19.42,23.40,27.98,"27,610","33,550","40,390","48,680","58,200",,
43-4170,Receptionists and Information Clerks,broad,"1,043,630",0.5,14.59,"30,350",0.2,9.90,11.60,14.01,17.15,20.03,"20,600","24,120","29,140","35,660","41,660",,
43-4171,Receptionists and Information Clerks,detailed,"1,043,630",0.5,14.59,"30,350",0.2,9.90,11.60,14.01,17.15,20.03,"20,600","24,120","29,140","35,660","41,660",,
43-4180,Reservation and Transportation Ticket Agents and Travel Clerks,broad,"132,050",2.5,20.06,"41,730",1.0,11.23,13.42,17.90,27.40,31.14,"23,350","27,910","37,220","57,000","64,780",,
43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,detailed,"132,050",2.5,20.06,"41,730",1.0,11.23,13.42,17.90,27.40,31.14,"23,350","27,910","37,220","57,000","64,780",,
43-4190,Miscellaneous Information and Record Clerks,broad,"155,220",0.9,20.15,"41,900",0.3,12.48,15.37,19.69,24.02,28.59,"25,960","31,970","40,950","49,950","59,460",,
43-4199,"Information and Record Clerks, All Other",detailed,"155,220",0.9,20.15,"41,900",0.3,12.48,15.37,19.69,24.02,28.59,"25,960","31,970","40,950","49,950","59,460",,
43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",minor,"4,149,140",0.4,17.28,"35,950",0.1,10.11,11.75,15.45,21.03,28.90,"21,020","24,440","32,140","43,730","60,110",,
43-5010,Cargo and Freight Agents,broad,"92,280",2.6,22.15,"46,070",0.8,12.49,16.29,20.77,26.65,32.18,"25,970","33,870","43,210","55,430","66,920",,
43-5011,Cargo and Freight Agents,detailed,"92,280",2.6,22.15,"46,070",0.8,12.49,16.29,20.77,26.65,32.18,"25,970","33,870","43,210","55,430","66,920",,
43-5020,Couriers and Messengers,broad,"75,720",2.6,14.72,"30,620",0.7,9.80,11.39,13.81,17.20,21.35,"20,390","23,700","28,720","35,780","44,400",,
43-5021,Couriers and Messengers,detailed,"75,720",2.6,14.72,"30,620",0.7,9.80,11.39,13.81,17.20,21.35,"20,390","23,700","28,720","35,780","44,400",,
43-5030,Dispatchers,broad,"294,900",1.0,20.70,"43,050",0.4,12.11,15.13,19.17,24.68,31.26,"25,180","31,470","39,870","51,340","65,030",,
43-5031,"Police, Fire, and Ambulance Dispatchers",detailed,"95,020",0.9,20.81,"43,290",0.4,12.78,15.73,19.55,24.75,30.74,"26,590","32,710","40,660","51,480","63,930",,
43-5032,"Dispatchers, Except Police, Fire, and Ambulance",detailed,"199,880",1.4,20.64,"42,940",0.6,11.81,14.80,18.98,24.65,31.57,"24,560","30,790","39,470","51,270","65,660",,
43-5040,"Meter Readers, Utilities",broad,"33,570",3.9,21.46,"44,640",1.1,11.83,14.43,19.40,26.84,34.15,"24,600","30,010","40,360","55,820","71,040",,
43-5041,"Meter Readers, Utilities",detailed,"33,570",3.9,21.46,"44,640",1.1,11.83,14.43,19.40,26.84,34.15,"24,600","30,010","40,360","55,820","71,040",,
43-5050,Postal Service Workers,broad,"525,070",0.0,24.78,"51,540",0.2,17.29,17.79,28.25,30.04,30.06,"35,960","37,000","58,760","62,490","62,520",,
43-5051,Postal Service Clerks,detailed,"78,830",0.0,24.45,"50,860",0.2,17.20,20.56,26.58,28.90,29.49,"35,770","42,770","55,280","60,110","61,330",,
43-5052,Postal Service Mail Carriers,detailed,"342,410",0.0,24.89,"51,780",0.2,17.78,17.79,26.54,30.05,30.75,"36,990","37,000","55,210","62,500","63,970",,
43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",detailed,"103,830",0.0,24.64,"51,250",0.4,16.94,18.36,28.26,28.89,28.90,"35,230","38,180","58,770","60,100","60,110",,
43-5060,"Production, Planning, and Expediting Clerks",broad,"350,150",0.8,24.05,"50,020",0.2,14.23,17.66,22.88,29.33,36.11,"29,610","36,740","47,580","61,010","75,110",,
43-5061,"Production, Planning, and Expediting Clerks",detailed,"350,150",0.8,24.05,"50,020",0.2,14.23,17.66,22.88,29.33,36.11,"29,610","36,740","47,580","61,010","75,110",,
43-5070,"Shipping, Receiving, and Traffic Clerks",broad,"655,590",0.7,16.82,"34,980",0.2,11.01,13.00,15.88,19.51,24.22,"22,900","27,040","33,030","40,580","50,380",,
43-5071,"Shipping, Receiving, and Traffic Clerks",detailed,"655,590",0.7,16.82,"34,980",0.2,11.01,13.00,15.88,19.51,24.22,"22,900","27,040","33,030","40,580","50,380",,
43-5080,Stock Clerks and Order Fillers,broad,"2,056,030",0.6,13.71,"28,520",0.2,9.41,10.68,12.36,15.62,19.79,"19,580","22,220","25,700","32,490","41,150",,
43-5081,Stock Clerks and Order Fillers,detailed,"2,056,030",0.6,13.71,"28,520",0.2,9.41,10.68,12.36,15.62,19.79,"19,580","22,220","25,700","32,490","41,150",,
