OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
39-6011,Baggage Porters and Bellhops,detailed,"42,620",3.1,12.55,"26,100",0.9,8.73,9.52,11.17,14.08,18.39,"18,160","19,810","23,230","29,280","38,250",,
39-6012,Concierges,detailed,"35,750",3.1,15.72,"32,700",1.1,10.17,11.70,14.49,18.72,23.36,"21,160","24,340","30,150","38,940","48,580",,
39-7000,Tour and Travel Guides,minor,"46,140",2.7,14.03,"29,180",0.9,8.91,10.24,12.39,16.40,21.81,"18,530","21,310","25,770","34,110","45,370",,
39-7010,Tour and Travel Guides,detailed,"46,140",2.7,14.03,"29,180",0.9,8.91,10.24,12.39,16.40,21.81,"18,530","21,310","25,770","34,110","45,370",,
39-7010,Tour and Travel Guides,broad,"46,140",2.7,14.03,"29,180",0.9,8.91,10.24,12.39,16.40,21.81,"18,530","21,310","25,770","34,110","45,370",,
39-9000,Other Personal Care and Service Workers,minor,"3,397,990",0.5,12.63,"26,280",0.3,8.72,9.86,11.29,13.65,18.10,"18,140","20,500","23,480","28,390","37,640",,
39-9010,Childcare Workers,broad,"562,420",1.1,11.42,"23,760",0.5,8.41,9.22,10.72,12.79,15.76,"17,490","19,180","22,290","26,610","32,780",,
39-9011,Childcare Workers,detailed,"562,420",1.1,11.42,"23,760",0.5,8.41,9.22,10.72,12.79,15.76,"17,490","19,180","22,290","26,610","32,780",,
39-9020,Personal Care Aides,broad,"2,035,610",0.7,11.59,"24,100",0.5,8.73,9.98,11.11,12.43,14.78,"18,160","20,750","23,100","25,850","30,750",,
39-9021,Personal Care Aides,detailed,"2,035,610",0.7,11.59,"24,100",0.5,8.73,9.98,11.11,12.43,14.78,"18,160","20,750","23,100","25,850","30,750",,
39-9030,Recreation and Fitness Workers,broad,"632,430",0.8,16.79,"34,930",0.5,9.05,10.38,13.72,20.63,29.01,"18,810","21,590","28,550","42,910","60,340",,
39-9031,Fitness Trainers and Aerobics Instructors,detailed,"280,080",1.3,21.02,"43,720",0.7,9.44,12.00,18.85,27.01,35.83,"19,640","24,970","39,210","56,190","74,520",,
39-9032,Recreation Workers,detailed,"352,350",1.0,13.44,"27,950",0.4,8.88,9.84,11.80,15.44,20.46,"18,480","20,470","24,540","32,110","42,560",,
39-9040,Residential Advisors,broad,"110,720",1.7,13.87,"28,850",0.5,9.08,10.53,12.90,16.02,20.00,"18,890","21,900","26,830","33,310","41,590",,
39-9041,Residential Advisors,detailed,"110,720",1.7,13.87,"28,850",0.5,9.08,10.53,12.90,16.02,20.00,"18,890","21,900","26,830","33,310","41,590",,
39-9090,Miscellaneous Personal Care and Service Workers,broad,"56,820",2.9,13.35,"27,760",0.9,9.14,10.28,12.45,15.53,18.47,"19,000","21,390","25,900","32,300","38,410",,
39-9099,"Personal Care and Service Workers, All Other",detailed,"56,820",2.9,13.35,"27,760",0.9,9.14,10.28,12.45,15.53,18.47,"19,000","21,390","25,900","32,300","38,410",,
41-0000,Sales and Related Occupations,major,"14,522,580",0.2,19.56,"40,680",0.2,8.80,10.06,12.99,22.30,37.42,"18,310","20,920","27,020","46,380","77,820",,
41-1000,Supervisors of Sales Workers,minor,"1,452,010",0.4,24.27,"50,480",0.2,12.25,15.27,20.12,28.25,39.84,"25,480","31,750","41,860","58,760","82,860",,
41-1010,First-Line Supervisors of Sales Workers,broad,"1,452,010",0.4,24.27,"50,480",0.2,12.25,15.27,20.12,28.25,39.84,"25,480","31,750","41,860","58,760","82,860",,
41-1011,First-Line Supervisors of Retail Sales Workers,detailed,"1,200,180",0.4,20.95,"43,580",0.2,11.91,14.53,18.54,24.42,31.79,"24,780","30,230","38,550","50,790","66,120",,
41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,"251,830",0.8,40.08,"83,370",0.4,18.48,25.45,34.45,48.16,68.82,"38,430","52,930","71,650","100,170","143,140",,
41-2000,Retail Sales Workers,minor,"8,729,350",0.2,12.29,"25,560",0.2,8.44,9.28,10.77,13.14,18.03,"17,560","19,290","22,400","27,320","37,490",,
41-2010,Cashiers,broad,"3,588,960",0.5,10.65,"22,160",0.2,8.23,8.97,10.12,11.52,13.98,"17,110","18,660","21,050","23,960","29,080",,
41-2011,Cashiers,detailed,"3,564,920",0.5,10.64,"22,130",0.2,8.23,8.97,10.11,11.51,13.95,"17,110","18,650","21,030","23,940","29,020",,
41-2012,Gaming Change Persons and Booth Cashiers,detailed,"24,050",5.8,12.48,"25,950",0.9,9.00,10.05,11.50,14.12,17.69,"18,720","20,900","23,910","29,360","36,800",,
41-2020,Counter and Rental Clerks and Parts Salespersons,broad,"698,300",0.8,14.85,"30,890",0.3,9.01,10.40,13.04,17.59,23.58,"18,740","21,640","27,130","36,590","49,050",,
41-2021,Counter and Rental Clerks,detailed,"445,530",1.0,14.30,"29,740",0.4,8.92,10.17,12.41,16.73,22.54,"18,550","21,150","25,820","34,800","46,890",,
41-2022,Parts Salespersons,detailed,"252,770",1.2,15.83,"32,920",0.5,9.23,10.98,14.13,18.84,25.16,"19,190","22,830","29,380","39,190","52,330",,
41-2030,Retail Salespersons,broad,"4,442,090",0.4,13.20,"27,460",0.2,8.61,9.58,11.16,14.21,19.85,"17,920","19,930","23,210","29,570","41,300",,
41-2031,Retail Salespersons,detailed,"4,442,090",0.4,13.20,"27,460",0.2,8.61,9.58,11.16,14.21,19.85,"17,920","19,930","23,210","29,570","41,300",,
41-3000,"Sales Representatives, Services",minor,"1,983,790",0.5,33.50,"69,680",0.5,12.72,17.28,25.22,38.66,62.73,"26,460","35,940","52,460","80,410","130,470",,
41-3010,Advertising Sales Agents,broad,"136,520",2.3,29.34,"61,020",0.9,11.69,16.22,23.89,35.57,52.26,"24,320","33,730","49,680","73,990","108,700",,
41-3011,Advertising Sales Agents,detailed,"136,520",2.3,29.34,"61,020",0.9,11.69,16.22,23.89,35.57,52.26,"24,320","33,730","49,680","73,990","108,700",,
41-3020,Insurance Sales Agents,broad,"386,320",1.2,32.21,"66,990",0.9,13.07,17.02,23.90,36.64,60.19,"27,180","35,400","49,710","76,220","125,190",,
41-3021,Insurance Sales Agents,detailed,"386,320",1.2,32.21,"66,990",0.9,13.07,17.02,23.90,36.64,60.19,"27,180","35,400","49,710","76,220","125,190",,
41-3030,"Securities, Commodities, and Financial Services Sales Agents",broad,"389,610",1.1,46.85,"97,440",1.4,15.89,19.55,30.66,58.63,#,"33,060","40,670","63,780","121,960",#,,
41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,"389,610",1.1,46.85,"97,440",1.4,15.89,19.55,30.66,58.63,#,"33,060","40,670","63,780","121,960",#,,
41-3040,Travel Agents,broad,"67,330",2.2,19.64,"40,840",1.0,10.26,13.25,17.78,23.70,29.96,"21,350","27,570","36,990","49,300","62,320",,
41-3041,Travel Agents,detailed,"67,330",2.2,19.64,"40,840",1.0,10.26,13.25,17.78,23.70,29.96,"21,350","27,570","36,990","49,300","62,320",,
41-3090,"Miscellaneous Sales Representatives, Services",broad,"1,004,020",0.7,30.31,"63,050",0.4,12.16,16.94,25.24,36.95,54.47,"25,290","35,240","52,510","76,850","113,310",,
41-3099,"Sales Representatives, Services, All Other",detailed,"1,004,020",0.7,30.31,"63,050",0.4,12.16,16.94,25.24,36.95,54.47,"25,290","35,240","52,510","76,850","113,310",,
41-4000,"Sales Representatives, Wholesale and Manufacturing",minor,"1,718,580",0.5,34.88,"72,540",0.4,14.05,20.02,29.01,42.97,61.63,"29,230","41,630","60,340","89,380","128,180",,
41-4010,"Sales Representatives, Wholesale and Manufacturing",broad,"1,718,580",0.5,34.88,"72,540",0.4,14.05,20.02,29.01,42.97,61.63,"29,230","41,630","60,340","89,380","128,180",,
41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,"327,190",1.8,44.24,"92,010",0.9,19.07,26.58,37.90,55.41,75.72,"39,660","55,280","78,830","115,250","157,490",,
41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,"1,391,400",0.5,32.67,"67,960",0.3,13.34,18.98,27.39,39.36,57.83,"27,760","39,480","56,970","81,880","120,280",,
41-9000,Other Sales and Related Workers,minor,"638,860",1.1,23.72,"49,340",0.7,9.53,11.38,16.17,28.09,48.40,"19,830","23,660","33,630","58,420","100,680",,
41-9010,"Models, Demonstrators, and Product Promoters",broad,"88,500",3.8,15.30,"31,830",1.5,9.41,10.71,12.97,18.17,23.73,"19,570","22,280","26,970","37,800","49,350",,
41-9011,Demonstrators and Product Promoters,detailed,"84,780",3.9,15.30,"31,830",1.5,9.54,10.78,13.01,18.19,23.72,"19,840","22,410","27,060","37,820","49,340",,
41-9012,Models,detailed,"3,710",18.0,15.32,"31,870",6.0,8.17,9.14,11.01,17.91,23.78,"16,980","19,020","22,900","37,250","49,450",,
41-9020,Real Estate Brokers and Sales Agents,broad,"188,490",1.4,30.35,"63,130",1.1,11.20,15.31,23.02,36.21,56.93,"23,300","31,840","47,880","75,310","118,410",,
41-9021,Real Estate Brokers,detailed,"40,530",3.1,36.50,"75,910",2.6,11.61,16.97,27.28,42.69,72.92,"24,160","35,290","56,730","88,790","151,660",,
41-9022,Real Estate Sales Agents,detailed,"147,960",1.7,28.67,"59,630",1.1,11.12,14.99,22.11,34.59,52.64,"23,130","31,180","45,990","71,950","109,490",,
41-9030,Sales Engineers,broad,"70,820",2.2,51.42,"106,950",0.8,27.37,35.38,47.46,62.47,78.24,"56,940","73,600","98,720","129,940","162,740",,
41-9031,Sales Engineers,detailed,"70,820",2.2,51.42,"106,950",0.8,27.37,35.38,47.46,62.47,78.24,"56,940","73,600","98,720","129,940","162,740",,
41-9040,Telemarketers,broad,"189,670",2.8,13.30,"27,670",0.8,8.85,9.96,11.76,14.75,19.36,"18,410","20,710","24,460","30,680","40,260",,
41-9041,Telemarketers,detailed,"189,670",2.8,13.30,"27,670",0.8,8.85,9.96,11.76,14.75,19.36,"18,410","20,710","24,460","30,680","40,260",,
41-9090,Miscellaneous Sales and Related Workers,broad,"101,380",1.7,18.89,"39,300",0.7,9.88,11.39,15.79,22.79,31.62,"20,550","23,680","32,840","47,410","65,770",,
41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",detailed,"7,520",8.2,13.59,"28,260",2.7,9.04,10.02,11.45,14.48,21.91,"18,810","20,830","23,810","30,120","45,560",,
41-9099,"Sales and Related Workers, All Other",detailed,"93,860",1.7,19.32,"40,180",0.7,10.00,11.59,16.30,23.26,32.48,"20,810","24,110","33,890","48,390","67,560",,
43-0000,Office and Administrative Support Occupations,major,"21,965,480",0.1,18.24,"37,950",0.1,10.24,12.68,16.70,22.24,28.77,"21,300","26,380","34,740","46,270","59,850",,
43-1000,Supervisors of Office and Administrative Support Workers,minor,"1,458,380",0.3,28.14,"58,540",0.1,16.09,20.34,26.47,33.79,42.69,"33,470","42,300","55,060","70,270","88,800",,
43-1010,First-Line Supervisors of Office and Administrative Support Workers,broad,"1,458,380",0.3,28.14,"58,540",0.1,16.09,20.34,26.47,33.79,42.69,"33,470","42,300","55,060","70,270","88,800",,
43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,"1,458,380",0.3,28.14,"58,540",0.1,16.09,20.34,26.47,33.79,42.69,"33,470","42,300","55,060","70,270","88,800",,
43-2000,Communications Equipment Operators,minor,"88,680",2.2,15.09,"31,390",0.5,9.98,11.53,14.02,17.55,22.36,"20,760","23,980","29,160","36,510","46,500",,
43-2010,"Switchboard Operators, Including Answering Service",broad,"80,380",2.3,14.69,"30,550",0.5,9.91,11.41,13.80,17.01,20.92,"20,610","23,740","28,700","35,390","43,500",,
43-2011,"Switchboard Operators, Including Answering Service",detailed,"80,380",2.3,14.69,"30,550",0.5,9.91,11.41,13.80,17.01,20.92,"20,610","23,740","28,700","35,390","43,500",,
43-2020,Telephone Operators,broad,"6,310",8.1,18.47,"38,410",2.5,10.85,13.23,17.46,23.64,28.44,"22,580","27,520","36,320","49,170","59,150",,
43-2021,Telephone Operators,detailed,"6,310",8.1,18.47,"38,410",2.5,10.85,13.23,17.46,23.64,28.44,"22,580","27,520","36,320","49,170","59,150",,
43-2090,Miscellaneous Communications Equipment Operators,broad,"1,980",5.8,20.63,"42,910",2.6,11.35,15.11,19.94,25.44,30.42,"23,600","31,430","41,480","52,920","63,280",,
43-2099,"Communications Equipment Operators, All Other",detailed,"1,980",5.8,20.63,"42,910",2.6,11.35,15.11,19.94,25.44,30.42,"23,600","31,430","41,480","52,920","63,280",,
43-3000,Financial Clerks,minor,"3,044,000",0.3,18.55,"38,580",0.1,11.31,13.88,17.56,22.37,27.69,"23,510","28,860","36,520","46,530","57,590",,
43-3010,Bill and Account Collectors,broad,"271,700",1.4,18.10,"37,650",0.4,11.50,13.75,16.99,21.22,26.45,"23,920","28,600","35,330","44,140","55,020",,
43-3011,Bill and Account Collectors,detailed,"271,700",1.4,18.10,"37,650",0.4,11.50,13.75,16.99,21.22,26.45,"23,920","28,600","35,330","44,140","55,020",,
43-3020,Billing and Posting Clerks,broad,"476,010",0.8,18.49,"38,460",0.2,12.55,14.81,17.72,21.68,25.86,"26,090","30,810","36,860","45,100","53,780",,
43-3021,Billing and Posting Clerks,detailed,"476,010",0.8,18.49,"38,460",0.2,12.55,14.81,17.72,21.68,25.86,"26,090","30,810","36,860","45,100","53,780",,
43-3030,"Bookkeeping, Accounting, and Auditing Clerks",broad,"1,532,340",0.4,19.76,"41,110",0.1,11.83,15.10,18.87,23.73,29.17,"24,600","31,400","39,240","49,360","60,670",,
43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,"1,532,340",0.4,19.76,"41,110",0.1,11.83,15.10,18.87,23.73,29.17,"24,600","31,400","39,240","49,360","60,670",,
43-3040,Gaming Cage Workers,broad,"17,030",8.2,13.57,"28,210",0.7,9.77,10.84,12.65,15.73,18.98,"20,330","22,550","26,320","32,730","39,480",,
43-3041,Gaming Cage Workers,detailed,"17,030",8.2,13.57,"28,210",0.7,9.77,10.84,12.65,15.73,18.98,"20,330","22,550","26,320","32,730","39,480",,
43-3050,Payroll and Timekeeping Clerks,broad,"152,990",0.9,21.61,"44,950",0.3,13.53,16.90,21.10,25.65,30.38,"28,130","35,160","43,890","53,350","63,180",,
43-3051,Payroll and Timekeeping Clerks,detailed,"152,990",0.9,21.61,"44,950",0.3,13.53,16.90,21.10,25.65,30.38,"28,130","35,160","43,890","53,350","63,180",,
43-3060,Procurement Clerks,broad,"70,510",1.3,20.35,"42,320",0.3,13.29,16.38,20.15,23.89,28.00,"27,640","34,070","41,910","49,690","58,240",,
43-3061,Procurement Clerks,detailed,"70,510",1.3,20.35,"42,320",0.3,13.29,16.38,20.15,23.89,28.00,"27,640","34,070","41,910","49,690","58,240",,
43-3070,Tellers,broad,"491,150",0.9,13.89,"28,880",0.2,10.27,11.62,13.52,15.58,18.43,"21,360","24,170","28,110","32,410","38,330",,
43-3071,Tellers,detailed,"491,150",0.9,13.89,"28,880",0.2,10.27,11.62,13.52,15.58,18.43,"21,360","24,170","28,110","32,410","38,330",,
43-3090,Miscellaneous Financial Clerks,broad,"32,260",3.8,20.49,"42,630",0.9,12.80,15.68,19.22,24.13,29.76,"26,620","32,620","39,970","50,180","61,890",,
43-3099,"Financial Clerks, All Other",detailed,"32,260",3.8,20.49,"42,630",0.9,12.80,15.68,19.22,24.13,29.76,"26,620","32,620","39,970","50,180","61,890",,
43-4000,Information and Record Clerks,minor,"5,694,680",0.3,16.79,"34,930",0.1,10.06,12.18,15.51,19.95,25.51,"20,920","25,340","32,270","41,500","53,060",,
43-4010,Brokerage Clerks,broad,"58,930",2.3,25.41,"52,850",0.6,16.11,19.59,23.94,29.56,36.76,"33,520","40,750","49,800","61,480","76,460",,
43-4011,Brokerage Clerks,detailed,"58,930",2.3,25.41,"52,850",0.6,16.11,19.59,23.94,29.56,36.76,"33,520","40,750","49,800","61,480","76,460",,
43-4020,Correspondence Clerks,broad,"6,370",4.4,18.32,"38,100",1.3,11.81,14.26,17.61,21.90,26.61,"24,570","29,670","36,620","45,550","55,350",,
43-4021,Correspondence Clerks,detailed,"6,370",4.4,18.32,"38,100",1.3,11.81,14.26,17.61,21.90,26.61,"24,570","29,670","36,620","45,550","55,350",,
43-4030,"Court, Municipal, and License Clerks",broad,"133,330",0.8,19.11,"39,760",0.6,11.69,14.26,17.93,22.60,28.13,"24,310","29,670","37,300","47,000","58,500",,
43-4031,"Court, Municipal, and License Clerks",detailed,"133,330",0.8,19.11,"39,760",0.6,11.69,14.26,17.93,22.60,28.13,"24,310","29,670","37,300","47,000","58,500",,
43-4040,"Credit Authorizers, Checkers, and Clerks",broad,"34,350",4.6,19.07,"39,670",0.7,12.24,14.55,17.93,22.67,28.42,"25,450","30,250","37,290","47,160","59,110",,
43-4041,"Credit Authorizers, Checkers, and Clerks",detailed,"34,350",4.6,19.07,"39,670",0.7,12.24,14.55,17.93,22.67,28.42,"25,450","30,250","37,290","47,160","59,110",,
43-4050,Customer Service Representatives,broad,"2,767,790",0.5,17.14,"35,650",0.2,10.27,12.49,15.81,20.21,26.12,"21,370","25,980","32,890","42,040","54,330",,
43-4051,Customer Service Representatives,detailed,"2,767,790",0.5,17.14,"35,650",0.2,10.27,12.49,15.81,20.21,26.12,"21,370","25,980","32,890","42,040","54,330",,
43-4060,"Eligibility Interviewers, Government Programs",broad,"140,590",3.1,21.45,"44,620",0.6,14.41,16.95,21.35,25.51,29.04,"29,970","35,270","44,400","53,060","60,390",,
43-4061,"Eligibility Interviewers, Government Programs",detailed,"140,590",3.1,21.45,"44,620",0.6,14.41,16.95,21.35,25.51,29.04,"29,970","35,270","44,400","53,060","60,390",,
43-4070,File Clerks,broad,"118,840",1.3,15.48,"32,200",0.3,9.76,11.60,14.48,18.34,23.24,"20,290","24,120","30,120","38,150","48,340",,
43-4071,File Clerks,detailed,"118,840",1.3,15.48,"32,200",0.3,9.76,11.60,14.48,18.34,23.24,"20,290","24,120","30,120","38,150","48,340",,
43-4080,"Hotel, Motel, and Resort Desk Clerks",broad,"253,540",0.9,11.66,"24,250",0.4,8.49,9.46,10.99,12.89,15.78,"17,670","19,690","22,850","26,810","32,810",,
43-4081,"Hotel, Motel, and Resort Desk Clerks",detailed,"253,540",0.9,11.66,"24,250",0.4,8.49,9.46,10.99,12.89,15.78,"17,670","19,690","22,850","26,810","32,810",,
43-4110,"Interviewers, Except Eligibility and Loan",broad,"189,600",1.3,16.62,"34,570",0.4,10.61,12.91,15.92,19.38,23.79,"22,060","26,860","33,110","40,320","49,490",,
43-4111,"Interviewers, Except Eligibility and Loan",detailed,"189,600",1.3,16.62,"34,570",0.4,10.61,12.91,15.92,19.38,23.79,"22,060","26,860","33,110","40,320","49,490",,
43-4120,"Library Assistants, Clerical",broad,"94,140",1.3,13.54,"28,170",0.6,8.96,10.05,12.41,16.03,20.12,"18,630","20,910","25,810","33,340","41,850",,
43-4121,"Library Assistants, Clerical",detailed,"94,140",1.3,13.54,"28,170",0.6,8.96,10.05,12.41,16.03,20.12,"18,630","20,910","25,810","33,340","41,850",,
43-4130,Loan Interviewers and Clerks,broad,"227,430",1.6,19.52,"40,610",0.4,12.00,15.16,18.78,23.44,28.32,"24,960","31,540","39,060","48,760","58,910",,
43-4131,Loan Interviewers and Clerks,detailed,"227,430",1.6,19.52,"40,610",0.4,12.00,15.16,18.78,23.44,28.32,"24,960","31,540","39,060","48,760","58,910",,
43-4140,New Accounts Clerks,broad,"41,680",2.6,17.58,"36,560",0.6,12.62,14.31,16.95,19.83,24.05,"26,250","29,760","35,260","41,240","50,010",,
43-4141,New Accounts Clerks,detailed,"41,680",2.6,17.58,"36,560",0.6,12.62,14.31,16.95,19.83,24.05,"26,250","29,760","35,260","41,240","50,010",,
43-4150,Order Clerks,broad,"169,120",3.0,16.99,"35,330",0.9,10.30,12.59,16.11,20.37,25.26,"21,430","26,180","33,510","42,370","52,540",,
43-4151,Order Clerks,detailed,"169,120",3.0,16.99,"35,330",0.9,10.30,12.59,16.11,20.37,25.26,"21,430","26,180","33,510","42,370","52,540",,
43-4160,"Human Resources Assistants, Except Payroll and Timekeeping",broad,"134,570",0.9,19.57,"40,700",0.2,12.83,15.79,18.98,23.04,27.41,"26,690","32,840","39,480","47,930","57,020",,
43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,"134,570",0.9,19.57,"40,700",0.2,12.83,15.79,18.98,23.04,27.41,"26,690","32,840","39,480","47,930","57,020",,
43-4170,Receptionists and Information Clerks,broad,"1,014,900",0.5,14.25,"29,640",0.2,9.65,11.20,13.65,16.74,19.65,"20,080","23,300","28,390","34,830","40,880",,
43-4171,Receptionists and Information Clerks,detailed,"1,014,900",0.5,14.25,"29,640",0.2,9.65,11.20,13.65,16.74,19.65,"20,080","23,300","28,390","34,830","40,880",,
43-4180,Reservation and Transportation Ticket Agents and Travel Clerks,broad,"148,220",2.5,19.16,"39,850",0.9,10.79,12.97,17.44,26.30,29.55,"22,440","26,990","36,280","54,710","61,460",,
43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,detailed,"148,220",2.5,19.16,"39,850",0.9,10.79,12.97,17.44,26.30,29.55,"22,440","26,990","36,280","54,710","61,460",,
43-4190,Miscellaneous Information and Record Clerks,broad,"161,250",1.2,19.56,"40,690",0.3,12.12,15.00,19.16,23.44,27.62,"25,200","31,200","39,860","48,750","57,450",,
43-4199,"Information and Record Clerks, All Other",detailed,"161,250",1.2,19.56,"40,690",0.3,12.12,15.00,19.16,23.44,27.62,"25,200","31,200","39,860","48,750","57,450",,
43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",minor,"4,152,650",0.3,16.73,"34,790",0.1,9.66,11.22,14.95,20.42,28.16,"20,090","23,330","31,100","42,470","58,570",,
43-5010,Cargo and Freight Agents,broad,"89,920",2.2,21.62,"44,980",0.8,12.34,15.99,20.11,26.05,31.54,"25,670","33,250","41,820","54,180","65,600",,
43-5011,Cargo and Freight Agents,detailed,"89,920",2.2,21.62,"44,980",0.8,12.34,15.99,20.11,26.05,31.54,"25,670","33,250","41,820","54,180","65,600",,
43-5020,Couriers and Messengers,broad,"76,710",2.6,14.42,"30,000",0.7,9.65,11.01,13.58,17.08,20.89,"20,070","22,900","28,250","35,520","43,440",,
43-5021,Couriers and Messengers,detailed,"76,710",2.6,14.42,"30,000",0.7,9.65,11.01,13.58,17.08,20.89,"20,070","22,900","28,250","35,520","43,440",,
43-5030,Dispatchers,broad,"293,970",0.8,20.24,"42,110",0.4,11.78,14.71,18.79,24.29,30.75,"24,500","30,600","39,090","50,520","63,970",,
43-5031,"Police, Fire, and Ambulance Dispatchers",detailed,"95,450",0.8,20.20,"42,020",0.4,12.46,15.24,19.06,24.21,30.13,"25,920","31,700","39,640","50,370","62,680",,
43-5032,"Dispatchers, Except Police, Fire, and Ambulance",detailed,"198,520",1.2,20.26,"42,150",0.6,11.48,14.45,18.65,24.33,31.22,"23,880","30,060","38,790","50,600","64,940",,
43-5040,"Meter Readers, Utilities",broad,"33,860",2.7,20.87,"43,410",1.1,11.25,14.01,18.86,25.67,32.72,"23,400","29,140","39,240","53,400","68,050",,
43-5041,"Meter Readers, Utilities",detailed,"33,860",2.7,20.87,"43,410",1.1,11.25,14.01,18.86,25.67,32.72,"23,400","29,140","39,240","53,400","68,050",,
43-5050,Postal Service Workers,broad,"531,750",0.0,24.04,"50,010",0.2,16.07,17.69,27.53,28.77,28.78,"33,430","36,800","57,260","59,850","59,860",,
43-5051,Postal Service Clerks,detailed,"82,890",0.0,23.91,"49,730",0.2,16.63,19.79,28.15,28.16,28.75,"34,580","41,150","58,550","58,570","59,800",,
43-5052,Postal Service Mail Carriers,detailed,"336,900",0.0,24.05,"50,020",0.2,16.07,17.41,27.40,28.78,29.38,"33,420","36,210","57,000","59,850","61,110",,
43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",detailed,"111,960",0.0,24.12,"50,160",0.4,16.49,19.02,27.53,28.15,28.16,"34,310","39,560","57,260","58,560","58,570",,
43-5060,"Production, Planning, and Expediting Clerks",broad,"336,000",0.8,23.57,"49,020",0.3,13.70,17.21,22.44,28.75,35.58,"28,490","35,800","46,670","59,790","74,000",,
43-5061,"Production, Planning, and Expediting Clerks",detailed,"336,000",0.8,23.57,"49,020",0.3,13.70,17.21,22.44,28.75,35.58,"28,490","35,800","46,670","59,790","74,000",,
43-5070,"Shipping, Receiving, and Traffic Clerks",broad,"671,780",0.7,16.25,"33,790",0.2,10.43,12.43,15.29,18.98,23.67,"21,690","25,860","31,810","39,490","49,240",,
43-5071,"Shipping, Receiving, and Traffic Clerks",detailed,"671,780",0.7,16.25,"33,790",0.2,10.43,12.43,15.29,18.98,23.67,"21,690","25,860","31,810","39,490","49,240",,
43-5080,Stock Clerks and Order Fillers,broad,"2,046,040",0.5,13.20,"27,450",0.2,9.07,10.17,11.77,15.11,19.40,"18,870","21,140","24,470","31,430","40,360",,
43-5081,Stock Clerks and Order Fillers,detailed,"2,046,040",0.5,13.20,"27,450",0.2,9.07,10.17,11.77,15.11,19.40,"18,870","21,140","24,470","31,430","40,360",,
43-5110,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",broad,"72,630",2.0,15.54,"32,330",0.5,9.87,11.44,14.51,18.53,23.21,"20,530","23,800","30,180","38,540","48,270",,
43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",detailed,"72,630",2.0,15.54,"32,330",0.5,9.87,11.44,14.51,18.53,23.21,"20,530","23,800","30,180","38,540","48,270",,
43-6000,Secretaries and Administrative Assistants,minor,"3,613,300",0.3,19.74,"41,060",0.1,11.37,14.25,18.21,23.80,30.22,"23,650","29,630","37,870","49,510","62,870",,
43-6010,Secretaries and Administrative Assistants,broad,"3,613,300",0.3,19.74,"41,060",0.1,11.37,14.25,18.21,23.80,30.22,"23,650","29,630","37,870","49,510","62,870",,
43-6011,Executive Secretaries and Executive Administrative Assistants,detailed,"596,080",0.6,28.56,"59,400",0.2,17.17,21.62,27.60,34.65,41.00,"35,720","44,960","57,410","72,080","85,280",,
43-6012,Legal Secretaries,detailed,"185,870",1.5,23.37,"48,600",0.8,13.02,16.25,21.51,29.04,36.78,"27,080","33,800","44,730","60,390","76,500",,
43-6013,Medical Secretaries,detailed,"576,520",0.8,17.25,"35,870",0.3,11.66,13.70,16.64,19.94,24.20,"24,240","28,490","34,610","41,460","50,340",,
43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,"2,254,820",0.4,17.75,"36,920",0.2,10.63,13.45,17.11,21.61,26.14,"22,110","27,990","35,590","44,950","54,370",,
43-9000,Other Office and Administrative Support Workers,minor,"3,913,800",0.4,16.73,"34,800",0.2,9.71,11.96,15.66,20.02,25.29,"20,200","24,870","32,560","41,640","52,610",,
43-9010,Computer Operators,broad,"40,400",2.6,21.79,"45,320",0.6,12.43,16.23,21.28,27.42,30.79,"25,860","33,760","44,270","57,030","64,050",,
43-9011,Computer Operators,detailed,"40,400",2.6,21.79,"45,320",0.6,12.43,16.23,21.28,27.42,30.79,"25,860","33,760","44,270","57,030","64,050",,
43-9020,Data Entry and Information Processing Workers,broad,"245,300",1.2,16.73,"34,800",0.6,10.68,12.97,15.85,19.51,24.02,"22,210","26,970","32,960","40,590","49,960",,
43-9021,Data Entry Keyers,detailed,"180,100",1.3,15.64,"32,530",0.3,10.37,12.44,14.87,18.19,22.24,"21,570","25,870","30,930","37,840","46,260",,
